case,f,angles_pi,residual,status,branch
APP-046,12,"[1/3, 1, 2/3, 5/6, 1/2]",0.,PASS,"sign-+/R2;lift;k=0,0"
APP-047,28,"[2/7, 6/7, 4/7, 6/7, 4/7]",.4e-49,PASS,"sigma2+-/R4;lift;k=0,0"
APP-048,28,"[2/7, 6/7, 4/7, 6/7, 4/7]",.4e-49,PASS,"sigma2+-/R4;lift;k=0,0"
